metraz,rozloha,energeticka_narocnost,stav,lokalita,cena,link
74,3+kk,C,V dobrém stavu,praha,8990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-ujezd-nad-lesy-domanovicka/1404400204
51,2+kk,B,Novostavba,jihocesky-kraj,5900000,https://www.sreality.cz/detail/prodej/byt/2+kk/pisek-budejovicke-predmesti-zeyerova/2614981196
127,4+kk,E,Ve velmi dobrém stavu,moravskoslezsky-kraj,7803650,https://www.sreality.cz/detail/prodej/byt/4+kk/opava-mesto-u-jaktarske-brany/293537100
40,2+kk,G,Ve velmi dobrém stavu,ustecky-kraj,3290000,https://www.sreality.cz/detail/prodej/byt/2+kk/louny-louny-u-stadionu/147677772
65,3+kk,G,V dobrém stavu,kralovehradecky-kraj,2620000,https://www.sreality.cz/detail/prodej/byt/3+kk/vinary-smidarska-lhota-/1814913612
70,2+kk,G,Po rekonstrukci,praha,13500000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bubenec-narodni-obrany/43188812
83,2+kk,C,Novostavba,praha,10990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-piskarska/3229418060
50,2+kk,G,Ve velmi dobrém stavu,praha,9700000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-klimentska/4136469068
24,1+kk,D,V dobrém stavu,praha,3500000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-petra-rezka/3691799116
21,1+kk,B,Novostavba,jihomoravsky-kraj,2594000,https://www.sreality.cz/detail/prodej/byt/1+kk/javornik-javornik-/2675299660
72,2+kk,G,Po rekonstrukci,ustecky-kraj,2770000,https://www.sreality.cz/detail/prodej/byt/2+kk/chomutov-chomutov-brezenecka/3363439180
60,2+kk,D,Po rekonstrukci,stredocesky-kraj,4490000,https://www.sreality.cz/detail/prodej/byt/2+kk/neprobylice-neprobylice-/1051517516
76,2+kk,G,Novostavba,praha,14990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-/3368903244
209,4+kk,B,Novostavba,stredocesky-kraj,13533264,https://www.sreality.cz/detail/prodej/byt/4+kk/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-prazska/2416730700
35,1+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,4990000,https://www.sreality.cz/detail/prodej/byt/1+kk/olomouc-lazce-lazecka/182219340
50,2+kk,C,V dobrém stavu,stredocesky-kraj,3890000,https://www.sreality.cz/detail/prodej/byt/2+kk/holubice-holubice-za-dvorem/1904764236
39,2+kk,B,Novostavba,praha,6299000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-benkova/3598955084
77,3+kk,C,Ve velmi dobrém stavu,praha,8990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dubec-ke-korunce/833950284
112,3+kk,C,Ve velmi dobrém stavu,plzensky-kraj,6498000,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-jizni-predmesti-klatovska-trida/3281143116
76,2+kk,G,Ve velmi dobrém stavu,jihomoravsky-kraj,6194380,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-zabrdovice-cejl/2538869324
127,4+kk,G,V dobrém stavu,jihocesky-kraj,6900000,https://www.sreality.cz/detail/prodej/byt/4+kk/lipno-nad-vltavou-lipno-nad-vltavou-/3162112588
103,4+kk,A,Novostavba,moravskoslezsky-kraj,6998000,https://www.sreality.cz/detail/prodej/byt/4+kk/ticha-ticha-/835748428
96,4+kk,B,Novostavba,praha,16700000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kosire-hlavackova/2331058764
48,2+kk,B,Novostavba,stredocesky-kraj,5121060,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-stepana-rautenstraucha/3464008780
33,1+kk,G,Ve velmi dobrém stavu,stredocesky-kraj,2750000,https://www.sreality.cz/detail/prodej/byt/1+kk/kladno-dubi-hradcanska/2955555404
72,3+kk,G,Ve velmi dobrém stavu,praha,8230000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-letnany-malkovskeho/1498677836
68,3+kk,B,Novostavba,praha,11400000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-kurandove/2640065100
68,2+kk,G,Ve velmi dobrém stavu,jihocesky-kraj,5699000,https://www.sreality.cz/detail/prodej/byt/2+kk/lipno-nad-vltavou-lipno-nad-vltavou-/2857681484
41,1+kk,B,Novostavba,praha,7900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-plzenska/1378533964
119,4+kk,A,Novostavba,olomoucky-kraj,8549000,https://www.sreality.cz/detail/prodej/byt/4+kk/prostejov-prostejov-mlynska/106754636
80,3+kk,A,Novostavba,stredocesky-kraj,8990000,https://www.sreality.cz/detail/prodej/byt/3+kk/mlada-boleslav-cejetice-nad-cervenkou/997253708
85,3+kk,B,Novostavba,olomoucky-kraj,9248231,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-slavonin-bryksova/734597708
35,1+kk,E,Ve velmi dobrém stavu,jihomoravsky-kraj,4670000,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-trnita-koliste/2054734412
47,1+kk,G,Novostavba,jihocesky-kraj,4375000,https://www.sreality.cz/detail/prodej/byt/1+kk/horni-plana-hurka-/264897100
77,3+kk,B,Ve velmi dobrém stavu,praha,11300000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vysocany-podebradska/1338167884
92,4+kk,G,Novostavba,jihomoravsky-kraj,8915000,https://www.sreality.cz/detail/prodej/byt/4+kk/hrusovany-u-brna-hrusovany-u-brna-vodni/2061460044
83,3+kk,G,Ve velmi dobrém stavu,liberecky-kraj,3895000,https://www.sreality.cz/detail/prodej/byt/3+kk/jablonec-nad-nisou-jablonec-nad-nisou-podskali/1524458060
77,3+kk,G,Ve velmi dobrém stavu,jihocesky-kraj,6990000,https://www.sreality.cz/detail/prodej/byt/3+kk/lipno-nad-vltavou-lipno-nad-vltavou-/3768201804
34,1+kk,C,Ve velmi dobrém stavu,liberecky-kraj,4600000,https://www.sreality.cz/detail/prodej/byt/1+kk/harrachov-harrachov-/695427660
101,4+kk,C,Ve velmi dobrém stavu,praha,14200000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-dejvice-v-podbabe/182280780
75,3+kk,C,Po rekonstrukci,praha,9500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-troja-pomoranska/1269355084
77,2+kk,B,Novostavba,praha,14500000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-ramonova/3280339532
95,4+kk,B,Novostavba,olomoucky-kraj,8730000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-olomouc-loudova/1227564364
42,1+kk,C,Novostavba,jihocesky-kraj,5490000,https://www.sreality.cz/detail/prodej/byt/1+kk/lipno-nad-vltavou-lipno-nad-vltavou-/252670540
121,3+kk,D,Novostavba,pardubicky-kraj,7790000,https://www.sreality.cz/detail/prodej/byt/3+kk/pardubice-bile-predmesti-husova/66093644
179,3+kk,B,Novostavba,stredocesky-kraj,11772844,https://www.sreality.cz/detail/prodej/byt/3+kk/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-prazska/1561092684
92,2+kk,B,Novostavba,praha,14490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-jinonicka/1922024012
25,1+kk,G,Ve velmi dobrém stavu,olomoucky-kraj,2090000,https://www.sreality.cz/detail/prodej/byt/1+kk/prerov-prerov-i-mesto-budovatelu/2642109004
76,3+kk,B,Novostavba,praha,11610694,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-nad-kolcavkou/3019489868
62,2+kk,B,Novostavba,praha,8973400,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-ramonova/2506478156
82,3+kk,C,Novostavba,plzensky-kraj,7249000,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-jizni-predmesti-kardinala-berana/4002288972
65,3+kk,B,Novostavba,stredocesky-kraj,5773200,https://www.sreality.cz/detail/prodej/byt/3+kk/kolin-kolin-v-tridvorska/2903056972
56,2+kk,B,Novostavba,stredocesky-kraj,5636935,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-stepana-rautenstraucha/1970836556
31,1+kk,G,V dobrém stavu,stredocesky-kraj,2990000,https://www.sreality.cz/detail/prodej/byt/1+kk/nymburk-nymburk-jasminova/714957388
236,4+kk,B,Ve velmi dobrém stavu,praha,29870000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-jinonice-na-pomezi/2201163084
94,3+kk,B,Novostavba,jihomoravsky-kraj,17850000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-pisarky-lipova/4237111884
74,3+kk,G,Novostavba,jihomoravsky-kraj,5690000,https://www.sreality.cz/detail/prodej/byt/3+kk/znojmo-znojmo-smutneho/1282630220
68,3+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,4680000,https://www.sreality.cz/detail/prodej/byt/3+kk/kutna-hora-sipsi-opletalova/2758566476
77,3+kk,C,Po rekonstrukci,praha,9330000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-kurzova/2395759180
45,2+kk,G,V dobrém stavu,stredocesky-kraj,3490000,https://www.sreality.cz/detail/prodej/byt/2+kk/horany-horany-/1829241420
93,2+kk,B,Novostavba,olomoucky-kraj,7706933,https://www.sreality.cz/detail/prodej/byt/2+kk/prerov-prerov-i-mesto-seifertova/1802379852
75,3+kk,B,Novostavba,praha,15800000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-modrany-ceskoslovenskeho-exilu/1476592204
46,2+kk,E,Ve velmi dobrém stavu,praha,10200000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-simackova/2174485068
243,5+kk,B,Novostavba,praha,23990000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-modrany-ceskoslovenskeho-exilu/2517623372
105,3+kk,E,Ve velmi dobrém stavu,plzensky-kraj,5290000,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-jizni-predmesti-klatovska-trida/2766762572
59,2+kk,G,Ve velmi dobrém stavu,moravskoslezsky-kraj,3990000,https://www.sreality.cz/detail/prodej/byt/2+kk/frydek-mistek-mistek-celakovskeho/1232298572
58,2+kk,B,Novostavba,praha,9104167,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-pod-krocinkou/1970184780
70,3+kk,G,Novostavba,liberecky-kraj,7994940,https://www.sreality.cz/detail/prodej/byt/3+kk/albrechtice-v-jizerskych-horach-marianska-hora-/3477307980
99,3+kk,C,Po rekonstrukci,praha,12450000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-pristavni/955290188
103,4+kk,B,Novostavba,stredocesky-kraj,11990000,https://www.sreality.cz/detail/prodej/byt/4+kk/horomerice-horomerice-holubova/3576538444
56,2+kk,B,Novostavba,stredocesky-kraj,5511520,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-stepana-rautenstraucha/3736248908
57,2+kk,B,Novostavba,olomoucky-kraj,6300000,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-slavonin-bryksova/2429055564
70,4+kk,C,Ve velmi dobrém stavu,liberecky-kraj,3600000,https://www.sreality.cz/detail/prodej/byt/4+kk/straz-pod-ralskem-straz-pod-ralskem-machova/731525708
62,2+kk,C,Novostavba,praha,7750000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strizkov-zaksinska/1711022668
50,2+kk,G,Po rekonstrukci,praha,6700000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-veronske-nam/3829097036
248,4+kk,B,Po rekonstrukci,praha,29300000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-vokovice-ke-dvoru/796669516
120,4+kk,B,Novostavba,olomoucky-kraj,12885000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-povel-loudova/1934893644
38,1+kk,G,Novostavba,liberecky-kraj,6990000,https://www.sreality.cz/detail/prodej/byt/1+kk/harrachov-novy-svet-/3688718924
45,2+kk,B,Novostavba,praha,7181678,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-murmanska/1713037900
48,2+kk,B,Novostavba,kralovehradecky-kraj,8290000,https://www.sreality.cz/detail/prodej/byt/2+kk/janske-lazne-janske-lazne-modrokamenna/493355596
54,2+kk,G,V dobrém stavu,stredocesky-kraj,3990000,https://www.sreality.cz/detail/prodej/byt/2+kk/horany-horany-/3423076940
40,1+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,4400000,https://www.sreality.cz/detail/prodej/byt/1+kk/olomouc-holice-/706749004
93,4+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,11349000,https://www.sreality.cz/detail/prodej/byt/4+kk/jesenice-zdimerice-hrncirska/407175756
37,1+kk,C,V dobrém stavu,praha,5490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-prosek-vysocanska/4287627852
123,4+kk,G,Po rekonstrukci,ustecky-kraj,8334780,https://www.sreality.cz/detail/prodej/byt/4+kk/teplice-teplice-u-hadich-lazni/274301516
34,1+kk,B,Novostavba,zlinsky-kraj,3390000,https://www.sreality.cz/detail/prodej/byt/1+kk/zlin-zlin-pasecka/165503564
98,3+kk,B,Novostavba,praha,16995000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-olsanska/2051543628
156,5+kk,B,Novostavba,praha,34271800,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-praha-vladimira-kobranova/2747655756
86,4+kk,G,Po rekonstrukci,stredocesky-kraj,3942000,https://www.sreality.cz/detail/prodej/byt/4+kk/jince-jince-zborovska/2073133644
73,3+kk,G,Ve velmi dobrém stavu,zlinsky-kraj,6490000,https://www.sreality.cz/detail/prodej/byt/3+kk/zlin-zlin-sokolska/2145215052
93,4+kk,C,Po rekonstrukci,vysocina-kraj,5600000,https://www.sreality.cz/detail/prodej/byt/4+kk/ledec-nad-sazavou-ledec-nad-sazavou-stinadla/1367474764
51,2+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,3408900,https://www.sreality.cz/detail/prodej/byt/2+kk/milicin-milicin-/4214542924
63,3+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,7650000,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-olomouc-wolkerova/1967362636
55,2+kk,E,Po rekonstrukci,praha,5990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-pripotocni/1688191564
106,4+kk,B,Novostavba,praha,18780300,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-strasnice-ramonova/692965964
103,4+kk,C,Ve velmi dobrém stavu,olomoucky-kraj,8950000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-nove-sady-druzebni/3138150988
74,3+kk,C,Novostavba,liberecky-kraj,7990000,https://www.sreality.cz/detail/prodej/byt/3+kk/harrachov-novy-svet-/2789544524
134,3+kk,G,Ve velmi dobrém stavu,praha,17900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-na-kozacce/1753023052
103,4+kk,C,Ve velmi dobrém stavu,olomoucky-kraj,8950000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-nove-sady-druzebni/3138150988
165,3+kk,B,Novostavba,liberecky-kraj,11650000,https://www.sreality.cz/detail/prodej/byt/3+kk/liberec-liberec-xiv-ruprechtice-u-koupaliste/2141766220
93,4+kk,A,Novostavba,moravskoslezsky-kraj,6998000,https://www.sreality.cz/detail/prodej/byt/4+kk/ticha-ticha-/932348492
45,2+kk,E,Ve velmi dobrém stavu,jihomoravsky-kraj,5868000,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-trnita-koliste/3872793164
66,3+kk,D,Ve velmi dobrém stavu,pardubicky-kraj,3320000,https://www.sreality.cz/detail/prodej/byt/3+kk/chyst-chyst-/1425281612
85,3+kk,B,Ve velmi dobrém stavu,praha,11500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostivar-prazska/3624690252
165,3+kk,B,Novostavba,liberecky-kraj,11650000,https://www.sreality.cz/detail/prodej/byt/3+kk/liberec-liberec-xiv-ruprechtice-u-koupaliste/2141766220
81,3+kk,B,Novostavba,stredocesky-kraj,7151807,https://www.sreality.cz/detail/prodej/byt/3+kk/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-prazska/453796428
103,4+kk,B,Novostavba,stredocesky-kraj,11990000,https://www.sreality.cz/detail/prodej/byt/4+kk/horomerice-horomerice-holubova/3576538444
53,2+kk,B,Novostavba,stredocesky-kraj,5201840,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-stepana-rautenstraucha/1582982220
94,3+kk,G,Po rekonstrukci,praha,13650000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-lublanska/3893105228
138,4+kk,G,V dobrém stavu,praha,7990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kbely-semilska/2512097868
54,2+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,6750000,https://www.sreality.cz/detail/prodej/byt/2+kk/modletice-modletice-/1946681932
54,2+kk,B,Novostavba,praha,7990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dolni-mecholupy-honzikova/1624052300
108,3+kk,G,Po rekonstrukci,praha,19990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-legerova/1109529164
89,3+kk,B,Novostavba,olomoucky-kraj,10600000,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-olomouc-eduarda-hamburgera/724787788
52,2+kk,G,Ve velmi dobrém stavu,karlovarsky-kraj,1300000,https://www.sreality.cz/detail/prodej/byt/2+kk/kraslice-kraslice-cs-armady/775119436
80,3+kk,G,Ve velmi dobrém stavu,jihocesky-kraj,4895000,https://www.sreality.cz/detail/prodej/byt/3+kk/ceske-budejovice-ceske-budejovice-7-lidicka-tr/2654167628
70,3+kk,G,Novostavba,liberecky-kraj,7994940,https://www.sreality.cz/detail/prodej/byt/3+kk/albrechtice-v-jizerskych-horach-marianska-hora-/3477307980
50,2+kk,B,Novostavba,praha,7605192,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cakovice-marie-podvalove/3013616972
22,1+kk,G,Po rekonstrukci,olomoucky-kraj,3208920,https://www.sreality.cz/detail/prodej/byt/1+kk/olomouc-olomouc-8-kvetna/4240708172
142,3+kk,G,Ve velmi dobrém stavu,praha,27896000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stresovice-na-drackach/1412076108
96,4+kk,G,Ve velmi dobrém stavu,praha,10449000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ujezd-nad-lesy-domanovicka/3637855564
88,3+kk,B,Novostavba,praha,13990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-na-laurove/1651749452
156,5+kk,B,Novostavba,praha,34271800,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-praha-vladimira-kobranova/2747655756
48,2+kk,B,Novostavba,praha,7622832,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cakovice-marie-podvalove/2208310604
83,4+kk,B,Novostavba,plzensky-kraj,7385616,https://www.sreality.cz/detail/prodej/byt/4+kk/plzen-plzen-/2660700748
109,3+kk,G,Ve velmi dobrém stavu,praha,23780000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-mala-strana-mostecka/2651238988
54,2+kk,C,Po rekonstrukci,stredocesky-kraj,4850000,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-rozdelov-rakovnicka/980529740
40,1+kk,G,Ve velmi dobrém stavu,zlinsky-kraj,3950000,https://www.sreality.cz/detail/prodej/byt/1+kk/zlin-zlin-j-a-bati/1661080140
74,3+kk,G,V dobrém stavu,praha,8950000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hloubetin-/2660827724
96,4+kk,G,Ve velmi dobrém stavu,praha,10449000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ujezd-nad-lesy-domanovicka/3637855564
70,2+kk,C,Novostavba,praha,9290700,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-jinonice-reporyjska/1177989708
73,3+kk,B,Novostavba,moravskoslezsky-kraj,5490000,https://www.sreality.cz/detail/prodej/byt/3+kk/opava-male-hostice-smetanova/360228172
100,3+kk,B,Ve velmi dobrém stavu,praha,21000000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-menclova/3911348812
57,2+kk,G,Ve velmi dobrém stavu,stredocesky-kraj,4900000,https://www.sreality.cz/detail/prodej/byt/2+kk/celakovice-celakovice-namesti-5-kvetna/4194484812
48,2+kk,B,Novostavba,plzensky-kraj,4693024,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-plzen-/1785139788
58,2+kk,G,V dobrém stavu,praha,7490000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-na-rozdilu/875782732
27,1+kk,B,Novostavba,praha,7490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strasnice-ramonova/2559971916
123,3+kk,A,Novostavba,praha,17450000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-karlin-pernerova/1971962444
64,2+kk,B,Novostavba,plzensky-kraj,6190307,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-plzen-/2963735116
51,2+kk,E,V dobrém stavu,praha,6090000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-hartigova/2010579532
153,4+kk,G,Ve velmi dobrém stavu,kralovehradecky-kraj,5490000,https://www.sreality.cz/detail/prodej/byt/4+kk/rokytnice-v-orlickych-horach-rokytnice-v-orlickych-horach-namesti-t-g-masaryka/23142988
59,2+kk,C,Ve velmi dobrém stavu,pardubicky-kraj,5500000,https://www.sreality.cz/detail/prodej/byt/2+kk/pardubice-stare-civice-preloucska/3543360076
87,3+kk,C,Ve velmi dobrém stavu,praha,11250000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-cholupice-kestranska/15008332
38,1+kk,D,Po rekonstrukci,praha,8490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-polska/1711714892
124,5+kk,B,Novostavba,stredocesky-kraj,10690000,https://www.sreality.cz/detail/prodej/byt/5+kk/kladno-dubi-bustehradska/4046221900
62,3+kk,G,V dobrém stavu,jihomoravsky-kraj,1999999,https://www.sreality.cz/detail/prodej/byt/3+kk/vresovice-vresovice-/1985020492
119,3+kk,C,Novostavba,vysocina-kraj,7990000,https://www.sreality.cz/detail/prodej/byt/3+kk/nove-mesto-na-morave-studnice-/754513484
104,4+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,9490000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-holice-naves-svobody/2083087692
59,2+kk,B,Novostavba,praha,8300000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-ceskoslovenskeho-exilu/194773580
85,3+kk,B,Ve velmi dobrém stavu,praha,11500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostivar-prazska/3624690252
92,3+kk,G,Ve velmi dobrém stavu,jihomoravsky-kraj,13225000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-husovice-provaznikova/1668756044
41,2+kk,C,Ve velmi dobrém stavu,kralovehradecky-kraj,4995000,https://www.sreality.cz/detail/prodej/byt/2+kk/cerny-dul-cerny-dul-/2485690956
63,3+kk,G,Novostavba,jihocesky-kraj,6490000,https://www.sreality.cz/detail/prodej/byt/3+kk/hluboka-nad-vltavou-hluboka-nad-vltavou-u-parku/1682727500
36,2+kk,B,Novostavba,jihomoravsky-kraj,2790000,https://www.sreality.cz/detail/prodej/byt/2+kk/vrbovec-vrbovec-/3925934668
76,3+kk,E,Ve velmi dobrém stavu,praha,10990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-prokopovo-namesti/3217039948
69,3+kk,G,Po rekonstrukci,praha,7490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostavice-piscita/2259952204
42,2+kk,C,Ve velmi dobrém stavu,praha,6990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-neumannova/3076092492
52,2+kk,E,V dobrém stavu,praha,6190000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-hartigova/1373045324
114,4+kk,G,Ve velmi dobrém stavu,praha,19372000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-smichov-pechackova/4079010380
105,5+kk,B,Novostavba,stredocesky-kraj,8500000,https://www.sreality.cz/detail/prodej/byt/5+kk/kojetice-kojetice-moravcova/3044874588
30,1+kk,C,Ve velmi dobrém stavu,praha,6300000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-kovanecka/3623449164
31,2+kk,G,Ve velmi dobrém stavu,kralovehradecky-kraj,4690000,https://www.sreality.cz/detail/prodej/byt/2+kk/vrchlabi-horejsi-vrchlabi-horska/52564556
35,1+kk,E,Ve velmi dobrém stavu,jihomoravsky-kraj,4670000,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-trnita-koliste/2054734412
45,2+kk,G,Ve velmi dobrém stavu,praha,8390000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-karlin-sokolovska/2477613644
75,2+kk,B,Novostavba,kralovehradecky-kraj,6100000,https://www.sreality.cz/detail/prodej/byt/2+kk/hradec-kralove-prazske-predmesti-bohuslava-martinu/4268884556
74,3+kk,G,Novostavba,jihomoravsky-kraj,5690000,https://www.sreality.cz/detail/prodej/byt/3+kk/znojmo-znojmo-smutneho/1282630220
59,2+kk,G,Ve velmi dobrém stavu,moravskoslezsky-kraj,3990000,https://www.sreality.cz/detail/prodej/byt/2+kk/frydek-mistek-mistek-celakovskeho/1232298572
52,2+kk,G,Novostavba,praha,9545000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nusle-maroldova/3186918732
92,4+kk,G,Novostavba,jihomoravsky-kraj,8915000,https://www.sreality.cz/detail/prodej/byt/4+kk/hrusovany-u-brna-hrusovany-u-brna-vodni/2061460044
50,2+kk,C,Ve velmi dobrém stavu,praha,10351000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-ceskoslovenskeho-exilu/3440444748
58,2+kk,B,Novostavba,praha,9104167,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-pod-krocinkou/1970184780
132,2+kk,C,Novostavba,praha,14100000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-pitterova/1685459532
79,4+kk,D,Po rekonstrukci,stredocesky-kraj,5990000,https://www.sreality.cz/detail/prodej/byt/4+kk/pribram-pribram-vii-obrancu-miru/639525452
64,3+kk,G,Po rekonstrukci,jihomoravsky-kraj,6990000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-obrany-frycajova/1495495244
45,2+kk,E,Ve velmi dobrém stavu,jihomoravsky-kraj,5868000,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-trnita-koliste/3872793164
92,3+kk,B,V dobrém stavu,karlovarsky-kraj,4986000,https://www.sreality.cz/detail/prodej/byt/3+kk/karlovy-vary-drahovice-waldertova/2674209356
80,3+kk,C,Novostavba,jihomoravsky-kraj,5150000,https://www.sreality.cz/detail/prodej/byt/3+kk/znojmo-primetice-visnova/3929732428
75,3+kk,D,V dobrém stavu,praha,9990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-brevnov-belohorska/3057939020
55,2+kk,B,Ve velmi dobrém stavu,praha,7890000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-brezenska/3019256396
70,3+kk,C,Ve velmi dobrém stavu,praha,12490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-modrany-stolcova/2758435404
111,4+kk,B,Novostavba,praha,15500000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-stodulky-jeremiasova/3790299724
