metraz,rozloha,energeticka_narocnost,stav,lokalita,cena,link
166,4+kk,C,Novostavba,jihomoravsky-kraj,7000000,https://www.sreality.cz/detail/prodej/byt/4+kk/znojmo-primetice-visnova/3574265164
60,2+kk,B,Novostavba,karlovarsky-kraj,4200000,https://www.sreality.cz/detail/prodej/byt/2+kk/cheb-cheb-k-pomezi/1797710412
76,3+kk,B,Novostavba,praha,11610694,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-nad-kolcavkou/3019489868
78,3+kk,B,Po rekonstrukci,praha,11999900,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vysocany-postovska/1141011020
93,4+kk,C,Novostavba,plzensky-kraj,10850000,https://www.sreality.cz/detail/prodej/byt/4+kk/plzen-jizni-predmesti-vrchlickeho/3497501260
29,1+kk,G,Po rekonstrukci,praha,7990000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysehrad-vratislavova/3959169612
127,5+kk,B,Novostavba,stredocesky-kraj,9950000,https://www.sreality.cz/detail/prodej/byt/5+kk/kladno-dubi-bustehradska/1999401548
147,2+kk,C,Novostavba,olomoucky-kraj,7842975,https://www.sreality.cz/detail/prodej/byt/2+kk/stare-mesto-stribrnice-/4030923340
69,3+kk,C,Novostavba,jihocesky-kraj,8399000,https://www.sreality.cz/detail/prodej/byt/3+kk/tabor-nachod-k-petimosti/3739738700
40,1+kk,B,Ve velmi dobrém stavu,jihomoravsky-kraj,4690000,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-zidenice-gajdosova/2101637708
43,2+kk,G,Ve velmi dobrém stavu,praha,5850000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-modra/73163340
32,1+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,4490000,https://www.sreality.cz/detail/prodej/byt/1+kk/klecany-klecany-v-honech/3641119308
44,2+kk,G,V dobrém stavu,stredocesky-kraj,3350000,https://www.sreality.cz/detail/prodej/byt/2+kk/kolin-kolin-v-u-borku/1846112844
99,4+kk,B,Novostavba,stredocesky-kraj,11430817,https://www.sreality.cz/detail/prodej/byt/4+kk/kladno-krocehlavy-bohumila-landy/2881884748
150,4+kk,G,Ve velmi dobrém stavu,praha,16000000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zabehlice-hyacintova/3715105356
70,4+kk,C,Ve velmi dobrém stavu,liberecky-kraj,3600000,https://www.sreality.cz/detail/prodej/byt/4+kk/straz-pod-ralskem-straz-pod-ralskem-machova/731525708
38,2+kk,C,Po rekonstrukci,moravskoslezsky-kraj,3200000,https://www.sreality.cz/detail/prodej/byt/2+kk/ostrava-moravska-ostrava-petra-kricky/3999031884
66,2+kk,B,Novostavba,olomoucky-kraj,4810000,https://www.sreality.cz/detail/prodej/byt/2+kk/prostejov-cechovice-na-lukach/3552637516
79,3+kk,C,Po rekonstrukci,plzensky-kraj,6199000,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-skvrnany-waltrova/788689484
74,3+kk,B,Novostavba,plzensky-kraj,6499000,https://www.sreality.cz/detail/prodej/byt/3+kk/vochov-vochov-/3655955020
49,1+kk,C,Novostavba,stredocesky-kraj,3990000,https://www.sreality.cz/detail/prodej/byt/1+kk/milovice-mlada-armadni/3530056268
110,3+kk,G,V dobrém stavu,jihomoravsky-kraj,8490000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-bosonohy-prima/2669900364
47,2+kk,D,Ve velmi dobrém stavu,praha,7650000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-namesti-jiriho-z-lobkovic/2840814156
147,2+kk,C,Novostavba,olomoucky-kraj,8008264,https://www.sreality.cz/detail/prodej/byt/2+kk/stare-mesto-stribrnice-/2571305548
45,2+kk,E,Ve velmi dobrém stavu,praha,9225000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-pechackova/695386700
67,1+kk,B,Novostavba,jihomoravsky-kraj,4599000,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-komarov-dornych/3001610828
36,1+kk,G,Novostavba,praha,7819000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-maroldova/1022657868
58,2+kk,C,Ve velmi dobrém stavu,praha,12410000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-ceskoslovenskeho-exilu/3345093964
52,2+kk,G,Novostavba,liberecky-kraj,6992224,https://www.sreality.cz/detail/prodej/byt/2+kk/albrechtice-v-jizerskych-horach-marianska-hora-/339509836
70,3+kk,C,Novostavba,olomoucky-kraj,4557381,https://www.sreality.cz/detail/prodej/byt/3+kk/lipnik-nad-becvou-lipnik-nad-becvou-i-mesto-na-vysluni/3449735516
56,2+kk,B,Novostavba,praha,9466282,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-na-zlichove/1079710284
77,3+kk,B,Novostavba,praha,11241384,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-cakovice-marie-podvalove/832578892
80,3+kk,B,Novostavba,olomoucky-kraj,5530000,https://www.sreality.cz/detail/prodej/byt/3+kk/prostejov-cechovice-na-lukach/526169932
65,3+kk,G,Ve velmi dobrém stavu,karlovarsky-kraj,3390000,https://www.sreality.cz/detail/prodej/byt/3+kk/karlovy-vary-stara-role-zavodu-miru/1968910924
306,4+kk,G,Novostavba,moravskoslezsky-kraj,15500000,https://www.sreality.cz/detail/prodej/byt/4+kk/ostrava-moravska-ostrava-preslova/1973891660
59,2+kk,E,Po rekonstrukci,praha,8899100,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-k-vltave/2774651468
95,3+kk,B,Novostavba,praha,15590000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-na-laurove/437585228
46,2+kk,D,Ve velmi dobrém stavu,stredocesky-kraj,4980000,https://www.sreality.cz/detail/prodej/byt/2+kk/sestajovice-sestajovice-komenskeho/2242581068
24,1+kk,G,V dobrém stavu,praha,3890000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysocany-spojovaci/277639756
116,5+kk,B,Novostavba,stredocesky-kraj,10490000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/4045378124
135,4+kk,G,Po rekonstrukci,praha,23990000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nove-mesto-legerova/572658252
95,4+kk,C,Ve velmi dobrém stavu,olomoucky-kraj,12990000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-olomouc-/1680110156
64,3+kk,D,Po rekonstrukci,liberecky-kraj,4336280,https://www.sreality.cz/detail/prodej/byt/3+kk/duba-duba-nedamovska/365781580
96,3+kk,B,Novostavba,praha,15190000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-na-laurove/3124102476
180,4+kk,G,Novostavba,jihocesky-kraj,31000000,https://www.sreality.cz/detail/prodej/byt/4+kk/lipno-nad-vltavou-lipno-nad-vltavou-/1110504012
94,2+kk,G,Po rekonstrukci,ustecky-kraj,2450000,https://www.sreality.cz/detail/prodej/byt/2+kk/vejprty-vejprty-moskevska/4006696268
117,4+kk,G,Po rekonstrukci,praha,14900000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hostavice-piscita/1202987596
46,2+kk,G,Ve velmi dobrém stavu,olomoucky-kraj,4350000,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-hodolany-fugnerova/1272214092
204,5+kk,B,Novostavba,praha,44090000,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-smichov-na-laurove/1140131148
49,2+kk,B,Novostavba,jihomoravsky-kraj,3490000,https://www.sreality.cz/detail/prodej/byt/2+kk/vrbovec-vrbovec-/1997603404
33,1+kk,G,Novostavba,jihomoravsky-kraj,4874000,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-zabrdovice-koliste/2773881420
51,2+kk,B,Novostavba,praha,8750000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-toufarova/2620797516
157,3+kk,C,Ve velmi dobrém stavu,pardubicky-kraj,12990000,https://www.sreality.cz/detail/prodej/byt/3+kk/pardubice-zelene-predmesti-nabrezi-zavodu-miru/1365549644
53,2+kk,B,Novostavba,praha,8470000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-na-zlichove/1586500172
81,3+kk,B,Novostavba,stredocesky-kraj,7151807,https://www.sreality.cz/detail/prodej/byt/3+kk/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-prazska/453796428
91,3+kk,G,Ve velmi dobrém stavu,jihomoravsky-kraj,11500000,https://www.sreality.cz/detail/prodej/byt/3+kk/popuvky-popuvky-rosicka/172753484
58,2+kk,B,Novostavba,stredocesky-kraj,6501760,https://www.sreality.cz/detail/prodej/byt/2+kk/beroun-beroun-mesto-na-machovne/216662604
63,2+kk,E,Ve velmi dobrém stavu,praha,9118000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jeseniova/1242157644
38,1+kk,B,Novostavba,praha,6171000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-malesicka/230466124
38,1+kk,B,Novostavba,praha,6369000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-malesicka/3041894988
116,5+kk,B,Novostavba,stredocesky-kraj,10490000,https://www.sreality.cz/detail/prodej/byt/5+kk/stehelceves-stehelceves-hlavni/4045378124
174,5+kk,D,Novostavba,karlovarsky-kraj,10106000,https://www.sreality.cz/detail/prodej/byt/5+kk/karlovy-vary-karlovy-vary-moskevska/3107549772
59,2+kk,B,Novostavba,praha,9526000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-malesicka/599564876
195,4+kk,B,Novostavba,stredocesky-kraj,10445650,https://www.sreality.cz/detail/prodej/byt/4+kk/beroun-beroun-mesto-na-machovne/1075446348
53,2+kk,B,Novostavba,praha,8820150,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-na-zlichove/2877035084
137,4+kk,B,Novostavba,praha,23290000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-smichov-na-laurove/2162492748
32,1+kk,C,Ve velmi dobrém stavu,praha,5849000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-malesice-ungarova/26350156
69,1+kk,B,Po rekonstrukci,praha,10511000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-modrany-ceskoslovenskeho-exilu/3995214412
58,2+kk,B,Ve velmi dobrém stavu,vysocina-kraj,5100000,https://www.sreality.cz/detail/prodej/byt/2+kk/pelhrimov-pelhrimov-lipicka/3755762252
48,2+kk,E,Po rekonstrukci,praha,7034690,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-k-vltave/3333608012
125,3+kk,B,Novostavba,jihomoravsky-kraj,11460000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-brno-zidenice-/1680392780
30,1+kk,B,Novostavba,praha,6900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-graficka/2005496396
56,2+kk,C,Ve velmi dobrém stavu,praha,11995000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-mala-strana-ujezd/881656396
160,4+kk,G,Po rekonstrukci,praha,39900000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-nove-mesto-nekazanka/711668300
156,5+kk,B,Novostavba,praha,34271800,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-praha-vladimira-kobranova/2747655756
50,2+kk,A,Novostavba,praha,8144000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-plzenska/2359305548
48,2+kk,G,V dobrém stavu,plzensky-kraj,5650000,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-vychodni-predmesti-guldenerova/2908578380
73,3+kk,C,Ve velmi dobrém stavu,praha,10490000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-krizova/1099424332
63,2+kk,B,Novostavba,karlovarsky-kraj,4200000,https://www.sreality.cz/detail/prodej/byt/2+kk/cheb-cheb-k-pomezi/3663127116
60,2+kk,C,Ve velmi dobrém stavu,kralovehradecky-kraj,5398000,https://www.sreality.cz/detail/prodej/byt/2+kk/vrchlabi-vrchlabi-krkonosska/766252364
56,3+kk,B,Ve velmi dobrém stavu,praha,8797878,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-prosek-veltruska/953446988
39,2+kk,D,Ve velmi dobrém stavu,ustecky-kraj,2400000,https://www.sreality.cz/detail/prodej/byt/2+kk/teplice-teplice-slovenska/2885509708
31,1+kk,G,V dobrém stavu,stredocesky-kraj,2990000,https://www.sreality.cz/detail/prodej/byt/1+kk/nymburk-nymburk-jasminova/714957388
41,1+kk,B,Novostavba,praha,6215000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-malesicka/3062669900
62,3+kk,G,Ve velmi dobrém stavu,praha,13000000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-truhlarska/239473996
50,2+kk,G,Po rekonstrukci,praha,6700000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-veronske-nam/3829097036
76,3+kk,C,Ve velmi dobrém stavu,jihocesky-kraj,6500000,https://www.sreality.cz/detail/prodej/byt/3+kk/frymburk-kovarov-/141505100
93,4+kk,A,Novostavba,moravskoslezsky-kraj,6998000,https://www.sreality.cz/detail/prodej/byt/4+kk/ticha-ticha-/932348492
80,4+kk,B,Ve velmi dobrém stavu,jihocesky-kraj,5250000,https://www.sreality.cz/detail/prodej/byt/4+kk/milevsko-milevsko-b-nemcove/1859023436
89,3+kk,G,Ve velmi dobrém stavu,praha,15990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-podskalska/2715918924
56,2+kk,G,Novostavba,praha,9384000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nusle-maroldova/2901706060
83,3+kk,D,Ve velmi dobrém stavu,praha,9977000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-ujezd-u-pruhonic-vodnicka/224223820
35,1+kk,G,V dobrém stavu,praha,5900000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strasnice-nad-primaskou/3155231308
114,3+kk,G,Novostavba,moravskoslezsky-kraj,10490000,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-poruba-ukrajinska/3046470220
61,3+kk,G,Ve velmi dobrém stavu,stredocesky-kraj,7779000,https://www.sreality.cz/detail/prodej/byt/3+kk/ricany-ricany-bezrucova/25428556
106,2+kk,B,Ve velmi dobrém stavu,jihomoravsky-kraj,8999000,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-brno-zidenice-/9380428
75,3+kk,C,Ve velmi dobrém stavu,pardubicky-kraj,7390000,https://www.sreality.cz/detail/prodej/byt/3+kk/pardubice-trnova-jozefa-gabcika/974656076
110,4+kk,A,Ve velmi dobrém stavu,jihocesky-kraj,7490000,https://www.sreality.cz/detail/prodej/byt/4+kk/svetlik-svetlik-/1244770892
61,2+kk,B,Novostavba,praha,9300000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-zimova/1835610700
62,2+kk,B,Novostavba,praha,10390000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-na-laurove/2654340428
98,2+kk,C,Ve velmi dobrém stavu,praha,14600000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-ke-kapslovne/345965132
76,3+kk,B,Ve velmi dobrém stavu,praha,11200000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kbely-plzakova/1369797196
70,3+kk,B,Novostavba,plzensky-kraj,7021549,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-plzen-/2440499788
48,2+kk,G,V dobrém stavu,stredocesky-kraj,2599000,https://www.sreality.cz/detail/prodej/byt/2+kk/dymokury-dymokury-osvobozeni/3149558348
90,4+kk,G,Ve velmi dobrém stavu,moravskoslezsky-kraj,11249000,https://www.sreality.cz/detail/prodej/byt/4+kk/ostrava-moravska-ostrava-jantarova/3471901260
37,2+kk,G,V dobrém stavu,stredocesky-kraj,3490000,https://www.sreality.cz/detail/prodej/byt/2+kk/slany-slany-machova/3784008268
155,3+kk,F,Ve velmi dobrém stavu,liberecky-kraj,4784000,https://www.sreality.cz/detail/prodej/byt/3+kk/jablonec-nad-nisou-jablonec-nad-nisou-krizova/2920112716
19,1+kk,G,Po rekonstrukci,karlovarsky-kraj,1190000,https://www.sreality.cz/detail/prodej/byt/1+kk/sokolov-sokolov-manesova/951874124
72,3+kk,G,V dobrém stavu,stredocesky-kraj,6650000,https://www.sreality.cz/detail/prodej/byt/3+kk/beroun-beroun-zavodi-svatopluka-cecha/2206466636
69,2+kk,B,Ve velmi dobrém stavu,stredocesky-kraj,6990000,https://www.sreality.cz/detail/prodej/byt/2+kk/jesenice-jesenice-cedrova/4007223884
77,4+kk,G,Ve velmi dobrém stavu,jihocesky-kraj,3990000,https://www.sreality.cz/detail/prodej/byt/4+kk/strakonice-strakonice-/577991244
45,2+kk,B,Novostavba,praha,8928000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-varsavska/3324686924
40,2+kk,C,Po rekonstrukci,stredocesky-kraj,3723722,https://www.sreality.cz/detail/prodej/byt/2+kk/kolin-kolin-iii-nerudova/1930256972
70,3+kk,C,Po rekonstrukci,praha,9170000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kobylisy-kankovskeho/3268239948
156,5+kk,B,Novostavba,praha,34271800,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-praha-vladimira-kobranova/2747655756
100,4+kk,G,Po rekonstrukci,liberecky-kraj,10950000,https://www.sreality.cz/detail/prodej/byt/4+kk/harrachov-harrachov-/3705791820
27,1+kk,F,Ve velmi dobrém stavu,praha,9619300,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-opletalova/3495007564
30,2+kk,C,V dobrém stavu,liberecky-kraj,3250000,https://www.sreality.cz/detail/prodej/byt/2+kk/rokytnice-nad-jizerou-horni-rokytnice-/2338886220
98,3+kk,B,Novostavba,kralovehradecky-kraj,7606200,https://www.sreality.cz/detail/prodej/byt/3+kk/vrchlabi-vrchlabi-papirenska/1556849228
21,1+kk,B,Novostavba,jihomoravsky-kraj,2594000,https://www.sreality.cz/detail/prodej/byt/1+kk/javornik-javornik-/2675299660
35,1+kk,B,Novostavba,stredocesky-kraj,4170900,https://www.sreality.cz/detail/prodej/byt/1+kk/mlada-boleslav-cejetice-vodarenska/3800752716
30,1+kk,G,Novostavba,plzensky-kraj,3790000,https://www.sreality.cz/detail/prodej/byt/1+kk/plzen-lobzy-zivnostenska/520970828
56,2+kk,D,Po rekonstrukci,kralovehradecky-kraj,5900000,https://www.sreality.cz/detail/prodej/byt/2+kk/janske-lazne-janske-lazne-lesni/666538572
148,4+kk,C,Novostavba,stredocesky-kraj,12280000,https://www.sreality.cz/detail/prodej/byt/4+kk/statenice-cerny-vul-/143446604
40,1+kk,G,Ve velmi dobrém stavu,liberecky-kraj,5890000,https://www.sreality.cz/detail/prodej/byt/1+kk/harrachov-novy-svet-/1875931724
62,3+kk,B,Novostavba,stredocesky-kraj,6498000,https://www.sreality.cz/detail/prodej/byt/3+kk/krecovice-zivohost-/137192012
120,4+kk,B,Novostavba,olomoucky-kraj,12885000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-povel-loudova/1934893644
67,2+kk,G,Ve velmi dobrém stavu,vysocina-kraj,4990000,https://www.sreality.cz/detail/prodej/byt/2+kk/velke-mezirici-velke-mezirici-skolni/924832332
24,1+kk,D,Ve velmi dobrém stavu,praha,5890000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-skolska/701064524
62,3+kk,G,V dobrém stavu,praha,12990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dejvice-lindleyova/733504076
93,4+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,11349000,https://www.sreality.cz/detail/prodej/byt/4+kk/jesenice-zdimerice-hrncirska/407175756
75,3+kk,G,Ve velmi dobrém stavu,praha,11500000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-v-horni-stromce/2854843724
63,3+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,7650000,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-olomouc-wolkerova/1967362636
51,2+kk,C,Ve velmi dobrém stavu,stredocesky-kraj,3408900,https://www.sreality.cz/detail/prodej/byt/2+kk/milicin-milicin-/4214542924
165,4+kk,B,Novostavba,stredocesky-kraj,11900000,https://www.sreality.cz/detail/prodej/byt/4+kk/hostivice-brve-hajecka/3633640012
54,2+kk,G,V dobrém stavu,stredocesky-kraj,3990000,https://www.sreality.cz/detail/prodej/byt/2+kk/horany-horany-/3423076940
61,2+kk,B,Novostavba,stredocesky-kraj,5921600,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-cejeticky-bezdecinska/2624713292
87,3+kk,G,Ve velmi dobrém stavu,kralovehradecky-kraj,4490000,https://www.sreality.cz/detail/prodej/byt/3+kk/jaromer-prazske-predmesti-na-kameni/2045973068
57,2+kk,G,V dobrém stavu,praha,5650000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stresovice-za-pohorelcem/2795795020
36,1+kk,G,Ve velmi dobrém stavu,liberecky-kraj,5390000,https://www.sreality.cz/detail/prodej/byt/1+kk/harrachov-novy-svet-/2630906444
77,3+kk,C,Ve velmi dobrém stavu,praha,8950000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-nad-opatovem/261775948
127,5+kk,B,Novostavba,stredocesky-kraj,9950000,https://www.sreality.cz/detail/prodej/byt/5+kk/kladno-dubi-bustehradska/1999401548
148,4+kk,G,Po rekonstrukci,jihomoravsky-kraj,17990000,https://www.sreality.cz/detail/prodej/byt/4+kk/brno-jehnice-klestinek/2006930508
107,2+kk,G,Ve velmi dobrém stavu,jihomoravsky-kraj,9990000,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-cerna-pole-drobneho/2490245708
94,3+kk,B,Novostavba,jihomoravsky-kraj,17850000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-pisarky-lipova/4237111884
76,3+kk,C,Ve velmi dobrém stavu,jihocesky-kraj,6500000,https://www.sreality.cz/detail/prodej/byt/3+kk/frymburk-kovarov-/141505100
104,4+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,9490000,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-holice-naves-svobody/2083087692
64,3+kk,B,Novostavba,kralovehradecky-kraj,12990000,https://www.sreality.cz/detail/prodej/byt/3+kk/pec-pod-snezkou-pec-pod-snezkou-/3822375500
61,2+kk,B,Novostavba,praha,9064262,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-pod-krocinkou/3733168716
39,1+kk,C,Ve velmi dobrém stavu,praha,5990000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-letnany-miroslava-hajna/3133526604
73,3+kk,G,Ve velmi dobrém stavu,zlinsky-kraj,6490000,https://www.sreality.cz/detail/prodej/byt/3+kk/zlin-zlin-sokolska/2145215052
162,3+kk,G,Ve velmi dobrém stavu,praha,17900000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-prokopova/1105265228
115,5+kk,E,Ve velmi dobrém stavu,jihocesky-kraj,8250000,https://www.sreality.cz/detail/prodej/byt/5+kk/ceske-budejovice-ceske-budejovice-6-rohace-z-dube/3272634956
68,2+kk,G,Ve velmi dobrém stavu,liberecky-kraj,2790000,https://www.sreality.cz/detail/prodej/byt/2+kk/jablonec-nad-nisou-jablonec-nad-nisou-karla-capka/2652385868
40,2+kk,G,Novostavba,ustecky-kraj,5490000,https://www.sreality.cz/detail/prodej/byt/2+kk/loucna-pod-klinovcem-loucna-/3525550668
87,3+kk,B,Novostavba,olomoucky-kraj,6550000,https://www.sreality.cz/detail/prodej/byt/3+kk/prostejov-prostejov-legionarska/512582220
39,2+kk,G,Ve velmi dobrém stavu,praha,12950000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-mala-strana-u-luzickeho-seminare/1436680780
76,3+kk,E,Po rekonstrukci,praha,6980200,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-modrany-k-vltave/44225100
94,4+kk,G,Po rekonstrukci,praha,16790000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-vinohrady-manesova/106291788
106,4+kk,A,Novostavba,vysocina-kraj,7834000,https://www.sreality.cz/detail/prodej/byt/4+kk/jihlava-jihlava-okruzni/3058418764
67,3+kk,G,Novostavba,stredocesky-kraj,5995000,https://www.sreality.cz/detail/prodej/byt/3+kk/kutna-hora-karlov-v-zakouti/1837982284
34,1+kk,B,Novostavba,zlinsky-kraj,3390000,https://www.sreality.cz/detail/prodej/byt/1+kk/zlin-zlin-pasecka/165503564
51,2+kk,A,Novostavba,praha,8800000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hlubocepy-vitove/948249164
90,3+kk,G,Po rekonstrukci,liberecky-kraj,5200000,https://www.sreality.cz/detail/prodej/byt/3+kk/jablonec-nad-nisou-rynovice-zelivskeho/1566401100
190,4+kk,D,Ve velmi dobrém stavu,praha,39000000,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-smichov-astlova/452932172
60,2+kk,A,Novostavba,praha,10124000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-radlice-u-komina/1778128204
76,3+kk,C,Ve velmi dobrém stavu,jihocesky-kraj,6500000,https://www.sreality.cz/detail/prodej/byt/3+kk/frymburk-kovarov-/141505100
53,2+kk,C,Ve velmi dobrém stavu,praha,7800000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-brevnov-slikova/2360603212
37,1+kk,C,V dobrém stavu,praha,5490000,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-prosek-vysocanska/4287627852
40,1+kk,B,Ve velmi dobrém stavu,olomoucky-kraj,4400000,https://www.sreality.cz/detail/prodej/byt/1+kk/olomouc-holice-/706749004
88,3+kk,D,V dobrém stavu,kralovehradecky-kraj,6990000,https://www.sreality.cz/detail/prodej/byt/3+kk/jicin-nove-mesto-butovska/4019020364
67,3+kk,B,Novostavba,vysocina-kraj,4836057,https://www.sreality.cz/detail/prodej/byt/3+kk/trest-trest-wolkerova/2475557452
44,2+kk,C,Novostavba,stredocesky-kraj,7360000,https://www.sreality.cz/detail/prodej/byt/2+kk/hostivice-hostivice-b-nemcove/594149964
64,3+kk,G,Novostavba,jihomoravsky-kraj,6190000,https://www.sreality.cz/detail/prodej/byt/3+kk/hrusovany-u-brna-hrusovany-u-brna-vodni/833577548
41,1+kk,C,V dobrém stavu,stredocesky-kraj,5350000,https://www.sreality.cz/detail/prodej/byt/1+kk/hostivice-hostivice-toskanska/2703057484
55,2+kk,C,Ve velmi dobrém stavu,praha,7990000,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-hornomecholupska/512565836
85,3+kk,B,Novostavba,praha,13990000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-u-pruhonu/3023725132
76,3+kk,C,Novostavba,jihomoravsky-kraj,11890000,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-sadova-karla-kryla/1441727052
119,3+kk,C,Novostavba,praha,17400000,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-hanusova/1069249100
60,3+kk,B,Ve velmi dobrém stavu,jihomoravsky-kraj,6990000,https://www.sreality.cz/detail/prodej/byt/3+kk/kurim-kurim-tyrsova/2438201932
93,3+kk,B,Novostavba,stredocesky-kraj,5598000,https://www.sreality.cz/detail/prodej/byt/3+kk/kolin-kolin-v-tridvorska/738796108
161,5+kk,A,Novostavba,jihomoravsky-kraj,23976000,https://www.sreality.cz/detail/prodej/byt/5+kk/lelekovice-lelekovice-zahumeni/2927232332
